repo,number,title,author,author_type,state,created_at,updated_at,closed_at,comments_count,html_url,days_to_close
bcsr,89,Clarify Input Fields on Deadline Creation Form,MImran2002,User,open,2026-08-11 18:49:09+00:00,2026-08-11T18:49:15Z,,0,https://github.com/BCStudentSoftwareDevTeam/bcsr/issues/89,
bcsr,90,Improve Upcoming Deadline Display and Date Formatting,MImran2002,User,open,2026-08-11 19:03:40+00:00,2026-09-15T13:46:16Z,,0,https://github.com/BCStudentSoftwareDevTeam/bcsr/issues/90,
bcsr,91,Add Timeout to Deadline Creation Success Message,MImran2002,User,open,2026-08-11 19:10:00+00:00,2026-09-15T14:25:50Z,,0,https://github.com/BCStudentSoftwareDevTeam/bcsr/issues/91,
bcsr,92,Pre-Populate Deadline Description When Editing,MImran2002,User,open,2026-08-11 19:16:33+00:00,2026-09-15T13:44:58Z,,0,https://github.com/BCStudentSoftwareDevTeam/bcsr/issues/92,
bcsr,93,Editing a Deadline Fails Because Deadline ID Is Not Submitted,MImran2002,User,open,2026-08-11 19:20:10+00:00,2026-09-15T13:45:49Z,,0,https://github.com/BCStudentSoftwareDevTeam/bcsr/issues/93,
bcsr,94,Update Close and Save Button Colors When Editing a Deadline,MImran2002,User,open,2026-08-11 19:22:04+00:00,2026-09-15T13:45:25Z,,0,https://github.com/BCStudentSoftwareDevTeam/bcsr/issues/94,
bcsr,95,Update Course Search Flash Message Styling and Timeout,MImran2002,User,open,2026-08-11 20:58:25+00:00,2026-09-10T19:44:59Z,,1,https://github.com/BCStudentSoftwareDevTeam/bcsr/issues/95,
bcsr,96,Keep Footer Positioned at the Bottom of the Page,MImran2002,User,open,2026-08-11 21:03:37+00:00,2026-08-11T21:07:48Z,,1,https://github.com/BCStudentSoftwareDevTeam/bcsr/issues/96,
bcsr,98,Fix file upload path when parent directories have spaces,MImran2002,User,open,2026-08-12 13:16:15+00:00,2026-09-10T15:54:10Z,,1,https://github.com/BCStudentSoftwareDevTeam/bcsr/issues/98,
bcsr,99,Fix Semester Management Submission Error,MImran2002,User,open,2026-08-12 13:33:26+00:00,2026-09-10T15:29:26Z,,0,https://github.com/BCStudentSoftwareDevTeam/bcsr/issues/99,
bcsr,100,Update Semester Management Warning Styling,MImran2002,User,open,2026-08-12 13:35:52+00:00,2026-09-09T13:59:57Z,,0,https://github.com/BCStudentSoftwareDevTeam/bcsr/issues/100,
bcsr,101,Improve Semester Management Styling,MImran2002,User,open,2026-08-12 13:41:14+00:00,2026-09-10T14:59:01Z,,0,https://github.com/BCStudentSoftwareDevTeam/bcsr/issues/101,
bcsr,102,Improve User Management Add and Remove Actions,MImran2002,User,open,2026-08-12 14:09:24+00:00,2026-09-12T23:16:55Z,,0,https://github.com/BCStudentSoftwareDevTeam/bcsr/issues/102,
bcsr,103,Auto-Dismiss Course Management Flash Message,MImran2002,User,open,2026-08-12 14:21:45+00:00,2026-09-08T15:40:15Z,,0,https://github.com/BCStudentSoftwareDevTeam/bcsr/issues/103,
bcsr,104,Restrict Course Number Input to Numbers,MImran2002,User,open,2026-08-12 14:24:08+00:00,2026-09-08T15:41:06Z,,0,https://github.com/BCStudentSoftwareDevTeam/bcsr/issues/104,
bcsr,105,Update Missing Syllabi Download Button,MImran2002,User,open,2026-08-12 14:28:18+00:00,2026-09-08T15:46:34Z,,0,https://github.com/BCStudentSoftwareDevTeam/bcsr/issues/105,
bcsr,107,'python create_db.py' Command Error,AbdouLayeCDiop,User,closed,2026-08-29 03:54:01+00:00,2026-09-10T15:09:48Z,2026-09-10 15:09:48+00:00,1,https://github.com/BCStudentSoftwareDevTeam/bcsr/issues/107,12.469293981481481
bcsr,108,Implement Test Coverage for Existing Functions Across the Codebase,MImran2002,User,open,2026-09-10 19:52:40+00:00,2026-09-10T19:52:47Z,,0,https://github.com/BCStudentSoftwareDevTeam/bcsr/issues/108,
bcsr,109,Add CONTRIBUTING.md for Contributor Guidelines,MImran2002,User,open,2026-09-10 20:00:40+00:00,2026-09-15T13:43:05Z,,0,https://github.com/BCStudentSoftwareDevTeam/bcsr/issues/109,
bcsr,110,Add CODE_OF_CONDUCT.md for Community Expectations,MImran2002,User,open,2026-09-10 20:02:25+00:00,2026-09-15T13:42:58Z,,0,https://github.com/BCStudentSoftwareDevTeam/bcsr/issues/110,
bcsr,111,Add LICENSE.md to Define Project Licensing,MImran2002,User,open,2026-09-10 20:02:59+00:00,2026-09-15T13:42:51Z,,0,https://github.com/BCStudentSoftwareDevTeam/bcsr/issues/111,
bcsr,115,Add Github Pull Request Template,MImran2002,User,open,2026-09-15 13:42:26+00:00,2026-09-15T13:42:40Z,,0,https://github.com/BCStudentSoftwareDevTeam/bcsr/issues/115,
